Name,Address,State,Zipcode,Latitude,Longitude,Code
"Families In Transition, Inc. West Memphis Arkansas",Post Office Box 435 West Memphis,Arkansas,72303,35.14645004,-90.192192,AR
East AR Youth Services Marion Arkansas,104 Cypress Marion,Arkansas,72364,35.22253036,-90.1985397,AR
Spring River Adult/Child Services Highland Arkansas,#52 Highland Cove trc Highland,Arkansas,72542,36.2629776001,-91.514976501465,AR
House of Hope Harrison Arkansas,600 E. Stephenson Harrison,Arkansas,72601,36.22933,-93.10008,AR
"Children's Home, Inc. Paragould Arkansas",5515 Old Walcott Rd. Paragould,Arkansas,72450,36.0547142,-90.5974578,AR
Mission Outreach of Paragould Paragould Arkansas,901 E. Lake Paragould,Arkansas,72451,36.05785751,-90.4715957,AR
Aliyah House - Covenant Ministries Hatfield Arkansas,PO Box 148 Hatfield,Arkansas,71945,34.48566055,-94.3785476,AR
Stepping Stone Sanctuary Trumann Arkansas,912 W Speedway St Trumann,Arkansas,72472,35.67876,-90.52019,AR
Terros Safe Haven Shelter Phoenix Arizona,210 S.12th Ave Phoenix,Arizona,85007,33.43116379,-112.067062,AZ
Emerge! Center Against Domestic Abuse Tucson Arizona,2545 E. Adams Street Tucson,Arizona,85716,32.24094009,-110.934349,AZ
Gospel Rescue Mission: Women's Recovery Center Tucson Arizona,707 W. Miracle Mile Tucson,Arizona,85705,32.2606968,-110.98294,AZ
Our Family Services Tucson Arizona,2590 N Alvernon Way Tucson,Arizona,85712,32.253869,-110.90905,AZ
Joshua House Transitional Housing Tucson Arizona,3028 North Geronimo Avenue Tucson,Arizona,85705,32.26205826,-110.965583,AZ
